"0.34","-0.17","0.93","-4.39","-1.86","-3.45","0","998.69","68","0.78","5"
"0.34","-0.17","0.93","-4.39","-1.86","-3.45","0","998.69","68","0.78","5"
"0.34","-0.17","0.93","-4.39","-1.86","-3.45","0","998.69","68","0.78","5"
"0.34","-0.17","0.93","-4.39","-1.86","-3.45","0","998.69","68","0.78","5"
"0.34","-0.17","0.93","-4.39","-1.86","-3.45","0","998.69","68","0.78","5"
"0.33","-0.19","0.92","-4.39","-1.86","-3.45","0","998.69","68","0.78","5"
"0.33","-0.19","0.92","-3.17","-0.76","-3.54","0","998.69","68","0.78","5"
"0.33","-0.19","0.92","-3.17","-0.76","-3.54","0","998.69","68","0.78","5"
"0.33","-0.19","0.92","-3.17","-0.76","-3.54","0","998.69","68","0.78","5"
"0.33","-0.19","0.92","-3.17","-0.76","-3.54","0","998.69","68","0.78","5"
"0.33","-0.21","0.92","-3.17","-0.76","-3.54","0","998.69","68","0.78","5"
"0.33","-0.21","0.92","-6.28","-1.16","-3.45","0","998.69","68","0.78","5"
"0.33","-0.21","0.92","-6.28","-1.16","-3.45","0","998.69","68","0.78","5"
"0.33","-0.21","0.92","-6.28","-1.16","-3.45","0","998.69","68","0.78","5"
"0.33","-0.21","0.92","-6.28","-1.16","-3.45","0","998.69","68","0.78","5"
"0.33","-0.21","0.92","-6.28","-1.16","-3.45","0","998.69","68","0.78","5"
"0.33","-0.21","0.92","-6.28","-1.16","-3.45","0","998.69","68","0.78","5"
"0.35","-0.22","0.91","-6.28","-1.16","-3.45","0","998.69","68","0.78","5"
"0.35","-0.22","0.91","-6.28","-1.16","-3.45","0","998.69","68","0.78","5"
"0.35","-0.22","0.91","-0.73","-2.99","-4.15","0","998.69","68","0.78","5"
"0.35","-0.22","0.91","-0.73","-2.99","-4.15","0","998.69","68","0.78","5"
"0.35","-0.22","0.91","-0.73","-2.99","-4.15","0","998.69","68","0.78","5"
"0.35","-0.22","0.91","-0.73","-2.99","-4.15","0","998.69","68","0.78","5"
"0.34","-0.18","0.92","-0.73","-2.99","-4.15","0","998.69","68","0.78","5"
"0.34","-0.18","0.92","1.98","-1.74","-2.99","0","998.69","68","0.78","5"
"0.34","-0.18","0.92","1.98","-1.74","-2.99","0","998.69","68","0.78","5"
"0.34","-0.18","0.92","1.98","-1.74","-2.99","0","998.69","68","0.78","5"
"0.34","-0.18","0.92","1.98","-1.74","-2.99","0","998.69","68","0.81","5"
"0.34","-0.18","0.92","1.98","-1.74","-2.99","-3","998.69","68","0.81","5"
"0.35","-0.22","0.91","1.98","-1.74","-2.99","-3","998.69","68","0.81","5"
"0.35","-0.22","0.91","1.4","-1.19","-4.45","-3","998.69","68","0.81","5"
"0.35","-0.22","0.91","1.4","-1.19","-4.45","-3","998.69","68","0.81","5"
"0.35","-0.22","0.91","1.4","-1.19","-4.45","-3","998.69","68","0.81","5"
"0.35","-0.22","0.91","1.4","-1.19","-4.45","-3","998.69","68","0.81","5"
"0.35","-0.22","0.91","1.4","-1.19","-4.45","-3","998.69","68","0.81","5"
"0.35","-0.21","0.9","1.4","-1.19","-4.45","-3","998.69","68","0.81","5"
"0.35","-0.21","0.9","-2.59","-0.88","-3.81","-3","998.69","68","0.81","5"
"0.35","-0.21","0.9","-2.59","-0.88","-3.81","-3","998.69","68","0.81","5"
"0.35","-0.21","0.9","-2.59","-0.88","-3.81","-3","998.69","68","0.81","5"
"0.35","-0.21","0.9","-2.59","-0.88","-3.81","-3","998.69","68","0.81","5"
"0.35","-0.21","0.9","-2.59","-0.88","-3.81","-3","998.69","68","0.81","5"
"0.35","-0.21","0.9","-2.59","-0.88","-3.81","-3","998.69","68","0.81","5"
"0.35","-0.23","0.9","-2.59","-0.88","-3.81","-3","998.69","68","0.81","5"
"0.35","-0.23","0.9","-2.8","-0.76","-4.21","-3","998.69","68","0.81","5"
"0.35","-0.23","0.9","-2.8","-0.76","-4.21","-3","998.69","68","0.81","5"
"0.35","-0.23","0.9","-2.8","-0.76","-4.21","-3","998.69","68","0.81","5"
"0.35","-0.23","0.9","-2.8","-0.76","-4.21","-3","998.69","68","0.81","5"
"0.35","-0.23","0.9","-2.8","-0.76","-4.21","-3","998.69","68","0.81","5"
"0.36","-0.23","0.9","-2.8","-0.76","-4.21","-3","998.69","68","0.81","5"
"0.36","-0.23","0.9","-2.68","-1.86","-3.48","-3","998.69","68","0.81","5"
"0.36","-0.23","0.9","-2.68","-1.86","-3.48","-3","998.69","68","0.81","5"
"0.36","-0.23","0.9","-2.68","-1.86","-3.48","-3","998.69","68","0.81","5"
"0.36","-0.23","0.9","-2.68","-1.86","-3.48","-3","998.69","68","0.81","5"
"0.36","-0.23","0.9","-2.68","-1.86","-3.48","-3","998.69","68","0.81","5"
"0.35","-0.24","0.9","-2.68","-1.86","-3.48","-3","998.69","68","0.81","5"
"0.35","-0.24","0.9","-2.68","-1.86","-3.48","-3","998.69","68","0.81","5"
"0.35","-0.24","0.9","-0.85","-0.7","-3.96","-3","998.69","68","0.81","5"
"0.35","-0.24","0.9","-0.85","-0.7","-3.96","-3","998.69","68","0.81","5"
"0.35","-0.24","0.9","-0.85","-0.7","-3.96","-3","998.69","68","0.81","5"
"0.37","-0.22","0.89","-0.85","-0.7","-3.96","-3","998.69","68","0.81","5"
"0.37","-0.22","0.89","0.67","-0.7","-3.6","-3","998.69","68","0.81","5"
"0.37","-0.22","0.89","0.67","-0.7","-3.6","-3","998.69","68","0.81","5"
